incident_number,external_reference,title,narrative,type_code,severity_code,status_code,source_code,weather_condition_code,primary_station_code,occurrence_at,reported_at,dispatch_at,arrival_at,resolved_at,location_lat,location_lng,location_wkt,location_geohash,address_line_1,address_line_2,city,region,postal_code,casualty_count,responder_injuries,estimated_damage_amount,is_active,metadata
INC-20250827-002818,EXT-57644,Single-family residence fire,Response to structure fire alarm activation. Investigation revealed active fire in automatic fire alarm. Aggressive interior attack mounted. Fire brought under control within basement minutes.,FIRE_STRUCTURE,MODERATE,RESOLVED,FIRE_ALARM,WIND,STA-037,2025-08-27T21:12:21.139696+00:00,2025-08-27T21:18:21.139696+00:00,2025-08-27T21:20:21.139696+00:00,2025-08-27T21:29:21.139696+00:00,2025-08-28T00:15:21.139696+00:00,47.46730751084894,-122.21614230940473,POINT(-122.216142 47.467308),c23n4chv,229 Jacob Shores,,Matthewsberg,FM,54880,0,0,30385.55,False,"{""report_channel"":""mobile"",""triage_level"":""MODERATE"",""dispatch_console"":""QIJCM"",""primary_station"":""STA-037""}"
INC-20250909-002819,EXT-44063,Commercial vehicle fire,"Initial report of vehicle fire from neighbor report source. Upon arrival, crews found active fire involvement. Defensive operations initiated due to building conditions. All exposures protected.",FIRE_VEHICLE,HIGH,RESOLVED,NEIGHBOR_REPORT,CLEAR,STA-021,2025-09-09T19:29:58.139696+00:00,2025-09-09T19:31:58.139696+00:00,2025-09-09T19:35:58.139696+00:00,2025-09-09T19:54:58.139696+00:00,2025-09-09T20:59:58.139696+00:00,47.67499565462847,-122.315354394982,POINT(-122.315354 47.674996),c23p0wuw,13661 Obrien Street Apt. 249,,North Brittany,MP,82714,0,0,208960.48,False,"{""report_channel"":""mobile"",""triage_level"":""HIGH"",""dispatch_console"":""MIQFE"",""primary_station"":""STA-021""}"
INC-20241202-002820,EXT-11443,Multiple vehicle fire,Response to vehicle fire alarm activation. Investigation revealed active fire in automatic fire alarm. Aggressive interior attack mounted. Fire brought under control within kitchen area minutes.,FIRE_VEHICLE,HIGH,RESOLVED,FIRE_ALARM,HEAT,STA-044,2024-12-02T15:55:01.139696+00:00,2024-12-02T16:02:01.139696+00:00,2024-12-02T16:04:01.139696+00:00,2024-12-02T16:07:01.139696+00:00,2024-12-02T18:54:01.139696+00:00,47.622520968480345,-122.26946764726135,POINT(-122.269468 47.622521),c23nctqj,249 Jones Junction Suite 135,,East Randallton,AL,27295,0,0,467689.03,False,"{""report_channel"":""mobile"",""triage_level"":""HIGH"",""dispatch_console"":""QTDWQ"",""primary_station"":""STA-044""}"
INC-20250219-002821,EXT-49040,Passenger vehicle fully involved,"Initial report of vehicle fire from field observation source. Upon arrival, crews found active fire involvement. Defensive operations initiated due to building conditions. All exposures protected.",FIRE_VEHICLE,SEVERE,RESOLVED,FIELD_REPORT,WIND,STA-048,2025-02-19T22:25:41.139696+00:00,2025-02-19T22:27:41.139696+00:00,2025-02-19T22:27:41.139696+00:00,2025-02-19T22:39:41.139696+00:00,2025-02-20T00:55:41.139696+00:00,47.5109621917048,-122.28220426218779,POINT(-122.282204 47.510962),c23n33hg,72419 Gomez Drive,,West Nathan,LA,51280,1,1,19268.86,False,"{""report_channel"":""sensor"",""triage_level"":""SEVERE"",""dispatch_console"":""CJKCXS"",""primary_station"":""STA-048""}"
INC-20240107-002822,EXT-27577,Transformer fire response,Units dispatched to reported electrical fire with visible flames. First arriving engine reported heavy smoke conditions. Primary search conducted with negative results. Fire suppression operations established.,FIRE_ELECTRICAL,SEVERE,RESOLVED,SECURITY,HEAT,STA-008,2024-01-07T19:24:24.139696+00:00,2024-01-07T19:25:24.139696+00:00,2024-01-07T19:28:24.139696+00:00,2024-01-07T19:42:24.139696+00:00,2024-01-07T21:24:24.139696+00:00,47.59220045707505,-122.27647732956586,POINT(-122.276477 47.592200),c23n9xbu,783 Charles Street Suite 733,,North Richardmouth,AS,14823,0,0,26961.38,False,"{""report_channel"":""call"",""triage_level"":""SEVERE"",""dispatch_console"":""XTUJKI"",""primary_station"":""STA-008""}"
INC-20250817-002823,EXT-50214,Vegetation fire spread,"Call received for wildland fire with smoke visible. Crews arrived to find well-involved fire. Ladder operations established for roof ventilation. Fire extinguished, no civilian injuries.",FIRE_WILDLAND,MODERATE,RESOLVED,911,CLEAR,STA-005,2025-08-17T03:17:11.139696+00:00,2025-08-17T03:17:11.139696+00:00,2025-08-17T03:19:11.139696+00:00,2025-08-17T03:36:11.139696+00:00,2025-08-17T06:13:11.139696+00:00,47.6181318420438,-122.37878836224637,POINT(-122.378788 47.618132),c22yzhw7,72199 Jeffrey Villages,,Smithview,NY,23917,0,0,32138.99,False,"{""report_channel"":""call"",""triage_level"":""MODERATE"",""dispatch_console"":""HNAKP"",""primary_station"":""STA-005""}"
INC-20250411-002824,EXT-29071,Brush fire containment,Dispatch for reported wildland fire at commercial structure. Heavy fire conditions encountered upon arrival. Multiple alarm response requested. Fire contained to area of origin.,FIRE_WILDLAND,LOW,RESOLVED,911,WIND,STA-007,2025-04-11T00:46:21.139696+00:00,2025-04-11T00:50:21.139696+00:00,2025-04-11T00:50:21.139696+00:00,2025-04-11T00:58:21.139696+00:00,2025-04-11T03:00:21.139696+00:00,47.701131148221656,-122.46372065107758,POINT(-122.463721 47.701131),c22zm78x,30253 Sarah Unions,,East Carloston,VI,43810,1,1,0.0,False,"{""report_channel"":""call"",""triage_level"":""LOW"",""dispatch_console"":""YLHSH"",""primary_station"":""STA-007""}"
INC-20241224-002825,EXT-70554,Vegetation fire spread,"Call received for wildland fire with smoke visible. Crews arrived to find well-involved fire. Ladder operations established for roof ventilation. Fire extinguished, no civilian injuries.",FIRE_WILDLAND,SEVERE,RESOLVED,FIELD_REPORT,CLEAR,STA-025,2024-12-24T00:12:53.139696+00:00,2024-12-24T00:12:53.139696+00:00,2024-12-24T00:18:53.139696+00:00,2024-12-24T00:30:53.139696+00:00,2024-12-24T04:30:53.139696+00:00,47.626192163126994,-122.29102360214017,POINT(-122.291024 47.626192),c23ncnn6,57252 Torres Forks,,Vasquezshire,SC,90475,0,0,432598.37,False,"{""report_channel"":""call"",""triage_level"":""SEVERE"",""dispatch_console"":""XKAI"",""primary_station"":""STA-025""}"
INC-20251017-002826,EXT-28233,Electrical equipment fire,Units dispatched to reported electrical fire with visible flames. First arriving engine reported heavy smoke conditions. Primary search conducted with negative results. Fire suppression operations established.,FIRE_ELECTRICAL,SEVERE,DISPATCHED,FIRE_ALARM,CLEAR,STA-019,2025-10-17T20:32:43.139696+00:00,2025-10-17T20:36:43.139696+00:00,2025-10-17T20:41:43.139696+00:00,2025-10-17T20:58:43.139696+00:00,,47.67859190611826,-122.49678833199562,POINT(-122.496788 47.678592),c22zhx8e,18616 Randall Heights,,Elizabethfurt,VA,22133,0,0,56174.72,True,"{""report_channel"":""call"",""triage_level"":""SEVERE"",""dispatch_console"":""ZCAXW"",""primary_station"":""STA-019""}"
INC-20250224-002827,EXT-04022,Chemical storage fire,"Call received for industrial fire with smoke visible. Crews arrived to find well-involved fire. Ladder operations established for roof ventilation. Fire extinguished, no civilian injuries.",FIRE_INDUSTRIAL,LOW,RESOLVED,BUSINESS_OWNER,SNOW,STA-024,2025-02-24T03:02:47.139696+00:00,2025-02-24T03:11:47.139696+00:00,2025-02-24T03:17:47.139696+00:00,2025-02-24T03:34:47.139696+00:00,2025-02-24T07:08:47.139696+00:00,47.656011711733896,-122.32722168376966,POINT(-122.327222 47.656012),c23p07s0,9300 William Estates Suite 536,,Jennyhaven,PA,37594,0,0,0.0,False,"{""report_channel"":""mobile"",""triage_level"":""LOW"",""dispatch_console"":""LSLOHM"",""primary_station"":""STA-024""}"
INC-20250807-002828,EXT-03885,Transformer fire response,Dispatch for reported electrical fire at commercial structure. Heavy fire conditions encountered upon arrival. Multiple alarm response requested. Fire contained to area of origin.,FIRE_ELECTRICAL,HIGH,RESOLVED,SECURITY,CLEAR,STA-006,2025-08-07T07:51:53.139696+00:00,2025-08-07T07:58:53.139696+00:00,2025-08-07T08:02:53.139696+00:00,2025-08-07T08:10:53.139696+00:00,2025-08-07T11:24:53.139696+00:00,47.648711730444866,-122.27506336816599,POINT(-122.275063 47.648712),c23p1d4j,2603 Jacob Lane Apt. 635,,East Donna,OH,22144,0,0,427533.28,False,"{""report_channel"":""call"",""triage_level"":""HIGH"",""dispatch_console"":""DEBTHA"",""primary_station"":""STA-006""}"
INC-20240205-002829,EXT-50810,Vegetation fire spread,Units dispatched to reported wildland fire with visible flames. First arriving engine reported heavy smoke conditions. Primary search conducted with negative results. Fire suppression operations established.,FIRE_WILDLAND,MODERATE,RESOLVED,911,WIND,STA-036,2024-02-05T19:06:31.139696+00:00,2024-02-05T19:12:31.139696+00:00,2024-02-05T19:17:31.139696+00:00,2024-02-05T19:28:31.139696+00:00,2024-02-05T22:03:31.139696+00:00,47.5928011486758,-122.33188056939922,POINT(-122.331881 47.592801),c23nb208,52162 Stacy Lodge Suite 221,,Smithside,DE,60110,0,0,19131.55,False,"{""report_channel"":""call"",""triage_level"":""MODERATE"",""dispatch_console"":""XBVM"",""primary_station"":""STA-036""}"
INC-20250323-002830,EXT-71334,Chemical storage fire,Response to industrial fire alarm activation. Investigation revealed active fire in 911 emergency call. Aggressive interior attack mounted. Fire brought under control within rear of structure minutes.,FIRE_INDUSTRIAL,LOW,RESOLVED,911,RAIN,STA-043,2025-03-23T19:46:01.139696+00:00,2025-03-23T19:56:01.139696+00:00,2025-03-23T19:57:01.139696+00:00,2025-03-23T20:02:01.139696+00:00,2025-03-23T21:43:01.139696+00:00,47.71552322538752,-122.39813092816298,POINT(-122.398131 47.715523),c22zqy27,129 Jackie Squares,,Barnesmouth,GA,49004,0,0,0.0,False,"{""report_channel"":""mobile"",""triage_level"":""LOW"",""dispatch_console"":""NXUZJ"",""primary_station"":""STA-043""}"
INC-20250813-002831,EXT-13818,Multiple vehicle fire,"Call received for vehicle fire with smoke visible. Crews arrived to find well-involved fire. Ladder operations established for roof ventilation. Fire extinguished, no civilian injuries.",FIRE_VEHICLE,CRITICAL,RESOLVED,911,CLEAR,STA-046,2025-08-13T04:20:08.139696+00:00,2025-08-13T04:23:08.139696+00:00,2025-08-13T04:28:08.139696+00:00,2025-08-13T04:40:08.139696+00:00,2025-08-13T05:47:08.139696+00:00,47.61187130846757,-122.35074115309763,POINT(-122.350741 47.611871),c22yzg6z,786 Combs Mountain Apt. 109,,East Curtis,KS,26357,0,0,118159.11,False,"{""report_channel"":""mobile"",""triage_level"":""CRITICAL"",""dispatch_console"":""JMKM"",""primary_station"":""STA-046""}"
INC-20250629-002832,EXT-67580,Apartment building fire,"Initial report of structure fire from automatic fire alarm source. Upon arrival, crews found active fire involvement. Defensive operations initiated due to building conditions. All exposures protected.",FIRE_STRUCTURE,SEVERE,RESOLVED,FIRE_ALARM,CLEAR,STA-011,2025-06-29T01:19:34.139696+00:00,2025-06-29T01:20:34.139696+00:00,2025-06-29T01:26:34.139696+00:00,2025-06-29T01:37:34.139696+00:00,2025-06-29T02:54:34.139696+00:00,47.63536761793383,-122.44079047771167,POINT(-122.440790 47.635368),c22yvzc2,3377 Osborne Route,,West Justin,NV,71701,2,1,274766.83,False,"{""report_channel"":""call"",""triage_level"":""SEVERE"",""dispatch_console"":""OKKUTL"",""primary_station"":""STA-011""}"
INC-20250820-002833,EXT-65748,Forest fire perimeter control,Response to wildland fire alarm activation. Investigation revealed active fire in neighbor report. Aggressive interior attack mounted. Fire brought under control within rear of structure minutes.,FIRE_WILDLAND,HIGH,RESOLVED,NEIGHBOR_REPORT,HEAT,STA-044,2025-08-20T15:48:37.139696+00:00,2025-08-20T15:55:37.139696+00:00,2025-08-20T16:00:37.139696+00:00,2025-08-20T16:09:37.139696+00:00,2025-08-20T16:35:37.139696+00:00,47.634879153046526,-122.29049764144833,POINT(-122.290498 47.634879),c23ncpwv,685 Graves Shoal Apt. 574,,East Randallton,AL,27295,0,0,475452.66,False,"{""report_channel"":""sensor"",""triage_level"":""HIGH"",""dispatch_console"":""LBYTX"",""primary_station"":""STA-044""}"
INC-20250521-002834,EXT-96862,Car fire with exposure risk,Dispatch for reported vehicle fire at commercial structure. Heavy fire conditions encountered upon arrival. Multiple alarm response requested. Fire contained to area of origin.,FIRE_VEHICLE,CRITICAL,RESOLVED,SECURITY,RAIN,STA-022,2025-05-21T00:20:35.139696+00:00,2025-05-21T00:28:35.139696+00:00,2025-05-21T00:28:35.139696+00:00,2025-05-21T00:34:35.139696+00:00,2025-05-21T02:54:35.139696+00:00,47.65536267222525,-122.48896797179154,POINT(-122.488968 47.655363),c22zheqk,37596 Mason Mission,,Grahamshire,KY,42746,0,0,247864.3,False,"{""report_channel"":""sensor"",""triage_level"":""CRITICAL"",""dispatch_console"":""JTFYID"",""primary_station"":""STA-022""}"
INC-20230828-002835,EXT-80121,Chemical storage fire,Dispatch for reported industrial fire at commercial structure. Heavy fire conditions encountered upon arrival. Multiple alarm response requested. Fire contained to area of origin.,FIRE_INDUSTRIAL,HIGH,RESOLVED,911,WIND,STA-019,2023-08-28T08:26:31.139696+00:00,2023-08-28T08:36:31.139696+00:00,2023-08-28T08:42:31.139696+00:00,2023-08-28T08:58:31.139696+00:00,2023-08-28T09:18:31.139696+00:00,47.66730894756884,-122.47244259613076,POINT(-122.472443 47.667309),c22zjjd6,4633 Gene Mission,,Elizabethfurt,VA,22133,0,0,146893.88,False,"{""report_channel"":""sensor"",""triage_level"":""HIGH"",""dispatch_console"":""RPRD"",""primary_station"":""STA-019""}"
INC-20250406-002836,EXT-27403,Brush fire containment,Response to wildland fire alarm activation. Investigation revealed active fire in security system. Aggressive interior attack mounted. Fire brought under control within rear of structure minutes.,FIRE_WILDLAND,SEVERE,RESOLVED,SECURITY,WIND,STA-036,2025-04-06T21:42:19.139696+00:00,2025-04-06T21:46:19.139696+00:00,2025-04-06T21:47:19.139696+00:00,2025-04-06T21:59:19.139696+00:00,2025-04-07T00:41:19.139696+00:00,47.62250279978784,-122.32499755248938,POINT(-122.324998 47.622503),c23nbmmt,213 Alison Village,,Smithside,DE,60110,0,0,124685.96,False,"{""report_channel"":""call"",""triage_level"":""SEVERE"",""dispatch_console"":""TUNVMS"",""primary_station"":""STA-036""}"
INC-20250407-002837,EXT-01330,Power line fire hazard,Units dispatched to reported electrical fire with visible flames. First arriving engine reported heavy smoke conditions. Primary search conducted with negative results. Fire suppression operations established.,FIRE_ELECTRICAL,CRITICAL,RESOLVED,911,RAIN,STA-050,2025-04-07T00:14:23.139696+00:00,2025-04-07T00:24:23.139696+00:00,2025-04-07T00:30:23.139696+00:00,2025-04-07T00:48:23.139696+00:00,2025-04-07T04:10:23.139696+00:00,47.66924309794749,-122.20086653732723,POINT(-122.200867 47.669243),c23p5mbj,2289 Miles Court,,Bishopmouth,IN,70494,0,0,322902.4,False,"{""report_channel"":""call"",""triage_level"":""CRITICAL"",""dispatch_console"":""IIPGWY"",""primary_station"":""STA-050""}"
INC-20240901-002838,EXT-55699,Vehicle fire on roadway,Dispatch for reported vehicle fire at commercial structure. Heavy fire conditions encountered upon arrival. Multiple alarm response requested. Fire contained to area of origin.,FIRE_VEHICLE,LOW,RESOLVED,FIRE_ALARM,SNOW,STA-006,2024-09-01T20:53:16.139696+00:00,2024-09-01T20:59:16.139696+00:00,2024-09-01T21:05:16.139696+00:00,2024-09-01T21:12:16.139696+00:00,2024-09-01T23:52:16.139696+00:00,47.64367604046399,-122.35654418863419,POINT(-122.356544 47.643676),c22zp9q8,36545 David Junctions,,East Donna,OH,22144,0,0,0.0,False,"{""report_channel"":""sensor"",""triage_level"":""LOW"",""dispatch_console"":""PPETP"",""primary_station"":""STA-006""}"
INC-20250824-002839,EXT-60432,Electrical equipment fire,"Initial report of electrical fire from 911 emergency call source. Upon arrival, crews found active fire involvement. Defensive operations initiated due to building conditions. All exposures protected.",FIRE_ELECTRICAL,HIGH,RESOLVED,911,RAIN,STA-045,2025-08-24T19:57:37.139696+00:00,2025-08-24T19:57:37.139696+00:00,2025-08-24T19:58:37.139696+00:00,2025-08-24T20:04:37.139696+00:00,2025-08-24T23:35:37.139696+00:00,47.685311040983706,-122.41257432986137,POINT(-122.412574 47.685311),c22zq2vg,611 David Tunnel,,Georgemouth,MP,90889,1,1,124663.18,False,"{""report_channel"":""sensor"",""triage_level"":""HIGH"",""dispatch_console"":""LOLDN"",""primary_station"":""STA-045""}"
INC-20250812-002840,EXT-37241,Commercial vehicle fire,"Initial report of vehicle fire from automatic fire alarm source. Upon arrival, crews found active fire involvement. Defensive operations initiated due to building conditions. All exposures protected.",FIRE_VEHICLE,LOW,RESOLVED,FIRE_ALARM,WIND,STA-003,2025-08-12T04:50:43.139696+00:00,2025-08-12T04:50:43.139696+00:00,2025-08-12T04:56:43.139696+00:00,2025-08-12T05:00:43.139696+00:00,2025-08-12T06:25:43.139696+00:00,47.699296920048404,-122.31992969423985,POINT(-122.319930 47.699297),c23p2e3k,9097 Todd Rest Apt. 716,,Lake Mark,WI,07832,2,1,0.0,False,"{""report_channel"":""mobile"",""triage_level"":""LOW"",""dispatch_console"":""HIMZZ"",""primary_station"":""STA-003""}"
INC-20250409-002841,EXT-75177,Electrical panel fire,Units dispatched to reported electrical fire with visible flames. First arriving engine reported heavy smoke conditions. Primary search conducted with negative results. Fire suppression operations established.,FIRE_ELECTRICAL,LOW,RESOLVED,BUSINESS_OWNER,RAIN,STA-018,2025-04-09T09:34:57.139696+00:00,2025-04-09T09:35:57.139696+00:00,2025-04-09T09:37:57.139696+00:00,2025-04-09T09:55:57.139696+00:00,2025-04-09T13:10:57.139696+00:00,47.54606346603004,-122.28820487571966,POINT(-122.288205 47.546063),c23n3r2r,425 Bradley Points Apt. 658,,East Edwardfurt,UT,20529,0,0,0.0,False,"{""report_channel"":""mobile"",""triage_level"":""LOW"",""dispatch_console"":""ZXDUTY"",""primary_station"":""STA-018""}"
INC-20251008-002842,EXT-99955,Forest fire perimeter control,"Call received for wildland fire with smoke visible. Crews arrived to find well-involved fire. Ladder operations established for roof ventilation. Fire extinguished, no civilian injuries.",FIRE_WILDLAND,HIGH,RESOLVED,SECURITY,RAIN,STA-008,2025-10-08T03:00:52.139696+00:00,2025-10-08T03:05:52.139696+00:00,2025-10-08T03:06:52.139696+00:00,2025-10-08T03:16:52.139696+00:00,2025-10-08T03:34:52.139696+00:00,47.58378597120798,-122.2830289968785,POINT(-122.283029 47.583786),c23n9qk5,4032 Nicole Drive,,North Richardmouth,AS,14823,0,0,393030.25,False,"{""report_channel"":""mobile"",""triage_level"":""HIGH"",""dispatch_console"":""XMVVV"",""primary_station"":""STA-008""}"
INC-20250921-002843,EXT-02894,Power line fire hazard,"Initial report of electrical fire from property owner source. Upon arrival, crews found active fire involvement. Defensive operations initiated due to building conditions. All exposures protected.",FIRE_ELECTRICAL,MODERATE,RESOLVED,BUSINESS_OWNER,SNOW,STA-019,2025-09-21T12:41:11.139696+00:00,2025-09-21T12:43:11.139696+00:00,2025-09-21T12:47:11.139696+00:00,2025-09-21T12:58:11.139696+00:00,2025-09-21T13:16:11.139696+00:00,47.69106016690324,-122.44735725232172,POINT(-122.447357 47.691060),c22zm9us,45545 Michelle Valley Suite 559,,Elizabethfurt,VA,22133,0,0,2440.05,False,"{""report_channel"":""mobile"",""triage_level"":""MODERATE"",""dispatch_console"":""AZIBE"",""primary_station"":""STA-019""}"
INC-20250727-002844,EXT-57095,Utility structure fire,"Call received for electrical fire with smoke visible. Crews arrived to find well-involved fire. Ladder operations established for roof ventilation. Fire extinguished, no civilian injuries.",FIRE_ELECTRICAL,MODERATE,RESOLVED,FIELD_REPORT,RAIN,STA-042,2025-07-27T20:03:09.139696+00:00,2025-07-27T20:11:09.139696+00:00,2025-07-27T20:17:09.139696+00:00,2025-07-27T20:34:09.139696+00:00,2025-07-27T21:24:09.139696+00:00,47.658029375380636,-122.58847261417549,POINT(-122.588473 47.658029),c22z47vu,6295 Gonzales Forest Apt. 855,,Port Daniel,PR,73411,0,0,10853.66,False,"{""report_channel"":""sensor"",""triage_level"":""MODERATE"",""dispatch_console"":""HPMOP"",""primary_station"":""STA-042""}"
INC-20250220-002845,EXT-49169,Commercial building fire,"Initial report of structure fire from field observation source. Upon arrival, crews found active fire involvement. Defensive operations initiated due to building conditions. All exposures protected.",FIRE_STRUCTURE,CRITICAL,RESOLVED,FIELD_REPORT,HEAT,STA-021,2025-02-20T08:02:01.139696+00:00,2025-02-20T08:10:01.139696+00:00,2025-02-20T08:10:01.139696+00:00,2025-02-20T08:28:01.139696+00:00,2025-02-20T09:54:01.139696+00:00,47.67055882463478,-122.34387612200611,POINT(-122.343876 47.670559),c22zpypv,57628 Hawkins Locks Apt. 351,,North Brittany,MP,82714,0,0,468558.83,False,"{""report_channel"":""sensor"",""triage_level"":""CRITICAL"",""dispatch_console"":""VLOYZD"",""primary_station"":""STA-021""}"
INC-20251020-002846,EXT-45016,Brush fire containment,Units dispatched to reported wildland fire with visible flames. First arriving engine reported heavy smoke conditions. Primary search conducted with negative results. Fire suppression operations established.,FIRE_WILDLAND,MODERATE,DISPATCHED,BUSINESS_OWNER,CLEAR,STA-001,2025-10-20T04:25:11.139696+00:00,2025-10-20T04:28:11.139696+00:00,2025-10-20T04:32:11.139696+00:00,2025-10-20T04:45:11.139696+00:00,,47.720799277098905,-122.30458244220776,POINT(-122.304582 47.720799),c23p2zk9,4400 Jeremy Crossroad,,New Carolyn,OH,26563,2,1,27568.88,True,"{""report_channel"":""call"",""triage_level"":""MODERATE"",""dispatch_console"":""PIHP"",""primary_station"":""STA-001""}"
INC-20250201-002847,EXT-55642,Factory fire suppression,Response to industrial fire alarm activation. Investigation revealed active fire in automatic fire alarm. Aggressive interior attack mounted. Fire brought under control within rear of structure minutes.,FIRE_INDUSTRIAL,LOW,RESOLVED,FIRE_ALARM,SNOW,STA-044,2025-02-01T22:58:39.139696+00:00,2025-02-01T22:58:39.139696+00:00,2025-02-01T23:03:39.139696+00:00,2025-02-01T23:09:39.139696+00:00,2025-02-01T23:53:39.139696+00:00,47.64303594627695,-122.23287448729751,POINT(-122.232874 47.643036),c23p490s,0817 Hendrix Mountain,,East Randallton,AL,27295,0,0,0.0,False,"{""report_channel"":""mobile"",""triage_level"":""LOW"",""dispatch_console"":""AGIEDA"",""primary_station"":""STA-044""}"
INC-20250812-002848,EXT-84888,Commercial building fire,Dispatch for reported structure fire at commercial structure. Heavy fire conditions encountered upon arrival. Multiple alarm response requested. Fire contained to area of origin.,FIRE_STRUCTURE,LOW,RESOLVED,SECURITY,WIND,STA-034,2025-08-12T13:21:35.139696+00:00,2025-08-12T13:23:35.139696+00:00,2025-08-12T13:27:35.139696+00:00,2025-08-12T13:39:35.139696+00:00,2025-08-12T14:09:35.139696+00:00,47.64197965342916,-122.5818525410907,POINT(-122.581853 47.641980),c22z48fw,8120 Stephanie Estates,,South Melissa,CT,31592,0,0,0.0,False,"{""report_channel"":""call"",""triage_level"":""LOW"",""dispatch_console"":""PAGDF"",""primary_station"":""STA-034""}"
INC-20251017-002849,EXT-42866,Single-family residence fire,Dispatch for reported structure fire at commercial structure. Heavy fire conditions encountered upon arrival. Multiple alarm response requested. Fire contained to area of origin.,FIRE_STRUCTURE,CRITICAL,ON_SCENE,FIELD_REPORT,SNOW,STA-015,2025-10-17T12:25:23.139696+00:00,2025-10-17T12:26:23.139696+00:00,2025-10-17T12:31:23.139696+00:00,2025-10-17T12:43:23.139696+00:00,,47.64220840228115,-122.32155943858494,POINT(-122.321559 47.642208),c23p08bp,1902 Theresa Vista Suite 828,,Williamchester,MD,53244,2,0,418936.75,True,"{""report_channel"":""sensor"",""triage_level"":""CRITICAL"",""dispatch_console"":""XMDKOD"",""primary_station"":""STA-015""}"
INC-20250724-002850,EXT-05291,Electrical panel fire,Units dispatched to reported electrical fire with visible flames. First arriving engine reported heavy smoke conditions. Primary search conducted with negative results. Fire suppression operations established.,FIRE_ELECTRICAL,HIGH,RESOLVED,FIRE_ALARM,CLEAR,STA-037,2025-07-24T11:15:48.139696+00:00,2025-07-24T11:22:48.139696+00:00,2025-07-24T11:27:48.139696+00:00,2025-07-24T11:39:48.139696+00:00,2025-07-24T15:16:48.139696+00:00,47.45673157504485,-122.21119461867029,POINT(-122.211195 47.456732),c23jgp0x,5086 Maria Divide Suite 769,,Matthewsberg,FM,54880,0,0,351067.84,False,"{""report_channel"":""sensor"",""triage_level"":""HIGH"",""dispatch_console"":""DPJFOC"",""primary_station"":""STA-037""}"
INC-20251014-002851,EXT-64219,Passenger vehicle fully involved,"Call received for vehicle fire with smoke visible. Crews arrived to find well-involved fire. Ladder operations established for roof ventilation. Fire extinguished, no civilian injuries.",FIRE_VEHICLE,SEVERE,RESOLVED,FIRE_ALARM,SNOW,STA-024,2025-10-14T13:54:28.139696+00:00,2025-10-14T13:54:28.139696+00:00,2025-10-14T13:54:28.139696+00:00,2025-10-14T14:04:28.139696+00:00,2025-10-14T17:56:28.139696+00:00,47.64279771342482,-122.32793596782643,POINT(-122.327936 47.642798),c23p035e,46108 Flores Port Suite 078,,Jennyhaven,PA,37594,1,0,459812.92,False,"{""report_channel"":""call"",""triage_level"":""SEVERE"",""dispatch_console"":""WZPIB"",""primary_station"":""STA-024""}"
INC-20240413-002852,EXT-48375,Industrial facility fire,Response to industrial fire alarm activation. Investigation revealed active fire in automatic fire alarm. Aggressive interior attack mounted. Fire brought under control within upper level minutes.,FIRE_INDUSTRIAL,MODERATE,RESOLVED,FIRE_ALARM,HEAT,STA-043,2024-04-13T16:11:41.139696+00:00,2024-04-13T16:18:41.139696+00:00,2024-04-13T16:22:41.139696+00:00,2024-04-13T16:34:41.139696+00:00,2024-04-13T19:55:41.139696+00:00,47.71635714771466,-122.38271763531687,POINT(-122.382718 47.716357),c22zrn7x,0614 Molly Shoals,,Barnesmouth,GA,49004,0,0,21056.28,False,"{""report_channel"":""sensor"",""triage_level"":""MODERATE"",""dispatch_console"":""SRES"",""primary_station"":""STA-043""}"
INC-20241002-002853,EXT-50645,Apartment building fire,Response to structure fire alarm activation. Investigation revealed active fire in automatic fire alarm. Aggressive interior attack mounted. Fire brought under control within basement minutes.,FIRE_STRUCTURE,CRITICAL,CANCELLED,FIRE_ALARM,WIND,STA-013,2024-10-02T12:49:56.139696+00:00,2024-10-02T12:57:56.139696+00:00,2024-10-02T12:57:56.139696+00:00,2024-10-02T13:16:56.139696+00:00,2024-10-02T17:11:56.139696+00:00,47.52647747959819,-122.49912854246504,POINT(-122.499129 47.526477),c22yk7yv,49569 Shirley Bridge,,Johnsonmouth,WY,54465,2,0,101772.54,False,"{""report_channel"":""call"",""triage_level"":""CRITICAL"",""dispatch_console"":""LYTR"",""primary_station"":""STA-013""}"
INC-20250918-002854,EXT-86468,Vegetation fire spread,Dispatch for reported wildland fire at commercial structure. Heavy fire conditions encountered upon arrival. Multiple alarm response requested. Fire contained to area of origin.,FIRE_WILDLAND,CRITICAL,RESOLVED,FIRE_ALARM,RAIN,STA-032,2025-09-18T19:57:33.139696+00:00,2025-09-18T19:57:33.139696+00:00,2025-09-18T20:02:33.139696+00:00,2025-09-18T20:08:33.139696+00:00,2025-09-18T20:52:33.139696+00:00,47.49186150338628,-122.38738893532572,POINT(-122.387389 47.491862),c22ypj8h,085 Sarah Drives Apt. 487,,Finleyfort,VI,71413,0,0,387900.88,False,"{""report_channel"":""sensor"",""triage_level"":""CRITICAL"",""dispatch_console"":""HUHVI"",""primary_station"":""STA-032""}"
